row id;Exact mass;m/z;rt;Metaboscape annotation;Putative annotation;Metaboanalyst name (#_mz_rt);VIP_class;VIP_zone_demospongiae;VIP_zone_Hexactinellida;CSI:FingerIDScore;molecularFormulaSIRIUS;nameSIRIUS;linksSIRIUS
1186;521.37953;522.38681;1217.11;;PC(O-18:1/O-1:0) NO6P;1186_522.38681_1217.11;;4.2348;0.20133;;;;
1033;793.58536;794.59263;1085.76;;PC(O-C38:5) ?;1033_794.59263_1085.76;;0.099919;3.5729;;;;
69;791.84367;792.85095;6.8;;rt too small;69_792.85095_6.8;;0.096227;3.4049;;;;
2163;270.17755;271.18483;1112.69;;Unidentified C17H22N2O ?;2163_271.18483_1112.69;;0.9727;3.1379;;;;
1006;510.38261;511.38988;1069.21;;Very small isotopic peak not fragmented;1006_511.38988_1069.21;;4.1017;0.3026;;;;
1804;175.96124;176.96852;199.21;;Very small peak;1804_176.96852_199.21;;3.37;1.062;;;;
1329;1392.92347;697.46901;1292.58;;Very small peak not frag. Isotopic pattern similar to 628.3754;1329_697.46901_1292.58;;1.2635;3.4453;;;;
2396;714.47318;697.4676;1292.9;;Very small peak not frag. Isotopic pattern similar to 628.3754;2396_697.4676_1292.9;;2.0741;4.0919;;;;
1361;1455.97797;728.99626;1297.92;;very small peak not well frag;1361_728.99626_1297.92;;0.94084;3.465;;;;
1;789.78825;790.79552;5.48;;;1_790.79552_5.48;;0.33871;0.44969;;;;
2;640.13695;641.14422;6.02;;;2_641.14422_6.02;;;;;;;
4;684.42365;685.43092;6.08;;;4_685.43092_6.08;;0.23598;0.005671;;;;
5;521.58612;522.5934;6.08;;;5_522.5934_6.08;;;;;;;
6;492.33794;493.34521;6.09;;;6_493.34521_6.09;;0.27506;0.067563;;;;
7;572.15121;573.15848;6.09;;;7_573.15848_6.09;;;;;;;
8;517.83922;518.8465;6.12;;;8_518.8465_6.12;;0.54853;0.55736;;;;
9;472.33066;473.33794;6.13;;;9_473.33794_6.13;;;;;;;
10;590.48182;591.4891;6.13;;;10_591.4891_6.13;;;;;;;
12;520.37323;521.38051;6.19;;;12_521.38051_6.19;;;;;;;
13;432.35762;433.3649;6.19;;;13_433.3649_6.19;;;;;;;
14;311.35309;312.36036;6.19;;;14_312.36036_6.19;;;;;;;
15;448.34982;449.35709;6.2;;;15_449.35709_6.2;;;;;;;
16;516.35815;517.36543;6.21;;;16_517.36543_6.21;;;;;;;
17;428.30147;429.30875;6.21;;;17_429.30875_6.21;;;;;;;
18;406.34213;407.34941;6.21;;;18_407.34941_6.21;;0.3665;0.048727;;;;
21;387.38278;388.39005;6.23;;;21_388.39005_6.23;;0.22823;0.069916;;;;
22;414.25994;415.26722;6.23;;;22_415.26722_6.23;;;;;;;
25;300.20116;301.20843;6.24;;;25_301.20843_6.24;;;;;;;
26;420.32141;421.32869;6.24;;;26_421.32869_6.24;;0.6564;0.23692;;;;
29;339.3842;340.39147;6.27;;;29_340.39147_6.27;;0.53549;0.31637;;;;
31;303.28772;304.295;6.27;;;31_304.295_6.27;;0.099407;0.49347;;;;
32;404.32589;405.33317;6.28;;;32_405.33317_6.28;;;;;;;
33;609.906;610.91328;6.29;;;33_610.91328_6.29;;0.30498;0.21186;;;;
35;380.28185;381.28912;6.33;;;35_381.28912_6.33;;0.50031;0.18199;;;;
42;634.37232;635.3796;6.44;;;42_635.3796_6.44;;;;;;;
43;677.89058;678.89785;6.51;;;43_678.89785_6.51;;0.16051;0.28835;;;;
44;723.85334;724.86062;6.52;;;44_724.86062_6.52;;;;;;;
49;487.85962;488.86689;6.54;;;49_488.86689_6.54;;;;;;;
50;568.30406;569.31134;6.58;;;50_569.31134_6.58;;;;;;;
51;1027.71594;514.86525;6.58;;;51_514.86525_6.58;;;;;;;
54;1347.68182;674.84819;6.64;;;54_674.84819_6.64;;;;;;;
55;1151.75957;1152.76685;6.65;;;55_1152.76685_6.65;;0.5632;0.24299;;;;
56;599.87627;600.88354;6.66;;;56_600.88354_6.66;;;;;;;
57;982.29168;983.29895;6.69;;;57_983.29895_6.69;;0.54199;0.08213;;;;
59;1199.75307;600.88381;6.72;;;59_600.88381_6.72;;1.4146;0.11565;;;;
60;757.861;758.86828;6.73;;;60_758.86828_6.73;;;;;;;
61;1268.74294;635.37875;6.75;;;61_635.37875_6.75;;;;;;;
62;745.87089;746.87817;6.76;;;62_746.87817_6.76;;0.24732;0.092572;;;;
63;1084.76333;1085.7706;6.77;;;63_1085.7706_6.77;;0.005495;0.47086;;;;
65;1824.59299;913.30377;6.78;;;65_913.30377_6.78;;;;;;;
66;947.79669;948.80396;6.78;;;66_948.80396_6.78;;0.24894;0.41576;;;;
67;880.79926;881.80653;6.78;;;67_881.80653_6.78;;0.076061;0.55561;;;;
68;776.81777;777.82505;6.8;;;68_777.82505_6.8;;0.11249;0.40962;;;;
75;1515.72399;758.86927;6.84;;;75_758.86927_6.84;;0.68996;0.8957;;;;
76;1483.65273;742.83364;6.84;;;76_742.83364_6.84;;;;;;;
77;515.84267;516.84994;6.84;;;77_516.84994_6.84;;0.34521;0.34055;;;;
78;838.33143;839.33871;6.85;;;78_839.33871_6.85;;;;;;;
80;766.83235;767.83963;6.86;;;80_767.83963_6.86;;;;;;;
83;776.32118;777.32845;6.86;;;83_777.32845_6.86;;0.65756;0.14525;;;;
84;846.80536;847.81264;6.87;;;84_847.81264_6.87;;0.45923;0.0018576;;;;
85;583.83058;584.83786;6.88;;;85_584.83786_6.88;;0.30703;0.2779;;;;
86;446.8826;447.88988;6.88;;;86_447.88988_6.88;;0.14824;0.044233;;;;
89;673.84117;674.84845;6.89;;;89_674.84845_6.89;;0.46553;0.5234;;;;
90;813.83986;814.84713;6.9;;;90_814.84713_6.9;;0.19489;0.45869;;;;
91;736.85004;737.85731;6.92;;;91_737.85731_6.92;;0.4471;0.77699;;;;
92;1620.62895;811.32175;6.92;;;92_811.32175_6.92;;;;;;;
93;743.83178;744.83906;6.92;;;93_744.83906_6.92;;;;;;;
95;1552.64231;777.32843;6.93;;;95_777.32843_6.93;;;;;;;
99;866.80956;867.81684;6.94;;;99_867.81684_6.94;;;;;;;
100;1415.65874;708.83665;6.95;;;100_708.83665_6.95;;;;;;;
101;1355.54602;452.85595;6.95;;;101_452.85595_6.95;;;;;;;
103;906.48295;907.49023;6.95;;;103_907.49023_6.95;;;;;;;
104;1583.69355;792.85405;6.95;;;104_792.85405_6.95;;;;;;;
105;812.81226;813.81954;6.95;;;105_813.81954_6.95;;0.1811;0.75207;;;;
106;1691.6223;846.81843;6.96;;;106_846.81843_6.96;;0.37517;1.2943;;;;
107;880.3109;881.31818;6.97;;;107_881.31818_6.97;;0.050404;0.28003;;;;
112;1251.73694;1252.74421;6.98;;;112_1252.74421_6.98;;0.42224;0.074136;;;;
113;667.86176;668.86904;6.98;;;113_668.86904_6.98;;;;;;;
115;1473.70039;737.85747;6.99;;;115_737.85747_6.99;;;;;;;
116;902.80762;903.8149;7;;;116_903.8149_7;;0.032829;0.76887;;;;
118;1625.62435;813.81945;7;;;118_813.81945_7;;0.45524;1.1909;;;;
120;1004.78609;1005.79336;7.01;;;120_1005.79336_7.01;;0.038869;0.14784;;;;
121;787.79069;788.79797;7.01;;;121_788.79797_7.01;;0.21116;0.30247;;;;
122;1756.60472;879.30963;7.02;;;122_879.30963_7.02;;;;;;;
124;948.29855;949.30583;7.03;;;124_949.30583_7.03;;0.40871;0.47748;;;;
126;975.80136;976.80863;7.03;;;126_976.80863_7.03;;0.40562;0.16875;;;;
127;929.14798;930.15526;7.04;;;127_930.15526_7.04;;;;;;;
128;970.79807;971.80535;7.04;;;128_971.80535_7.04;;0.50652;0.1474;;;;
129;834.82196;835.82924;7.04;;;129_835.82924_7.04;;0.72107;0.84986;;;;
131;844.30848;845.31576;7.04;;;131_845.31576_7.04;;0.49914;1.9897;;;;
132;708.83311;709.84038;7.05;;;132_709.84038_7.05;;0.067271;0.011382;;;;
133;444.85713;445.86441;7.05;;;133_445.86441_7.05;;0.45549;0.21736;;;;
134;702.35672;703.364;7.05;;;134_703.364_7.05;;;;;;;
137;845.80969;846.81696;7.05;;;137_846.81696_7.05;;;;;;;
138;216.09417;217.10144;7.06;;;138_217.10144_7.06;;0.75024;0.49981;;;;
139;1651.69725;826.8559;7.06;;;139_826.8559_7.06;;0.061869;0.90743;;;;
141;878.30244;879.30972;7.07;;;141_879.30972_7.07;;0.64555;0.72899;;;;
142;1688.61567;845.31511;7.08;;;142_845.31511_7.08;;;;;;;
143;1787.66893;894.84174;7.08;;;143_894.84174_7.08;;;;;;;
145;451.84882;452.8561;7.08;;;145_452.8561_7.08;;1.3964;0.21381;;;;
147;860.82664;861.83392;7.1;;;147_861.83392_7.1;;0.027145;0.491;;;;
153;1118.75855;1119.76583;7.13;;;153_1119.76583_7.13;;0.26158;0.46259;;;;
154;1043.79027;1044.79755;7.13;;;154_1044.79755_7.13;;0.29591;0.089708;;;;
156;1555.65017;778.83236;7.13;;;156_778.83236_7.13;;;;;;;
159;1693.61148;847.81302;7.14;;;159_847.81302_7.14;;;;;;;
162;1116.75944;1117.76672;7.14;;;162_1117.76672_7.14;;0.46777;0.2204;;;;
163;1082.76327;1083.77055;7.14;;;163_1083.77055_7.14;;0.061797;0.37473;;;;
165;912.79439;913.80167;7.15;;;165_913.80167_7.15;;0.32845;0.1566;;;;
167;1048.27114;1049.27842;7.16;;;167_1049.27842_7.16;;0.26472;0.37832;;;;
168;812.32314;813.33042;7.17;;;168_813.33042_7.17;;0.24054;0.56809;;;;
171;1719.66258;860.83857;7.18;;;171_860.83857_7.18;;;;;;;
173;770.34315;771.35042;7.18;;;173_771.35042_7.18;;;;;;;
174;1761.59793;881.80624;7.18;;;174_881.80624_7.18;;0.36536;0.63153;;;;
176;1082.2645;1083.27177;7.19;;;176_1083.27177_7.19;;0.55784;0.13424;;;;
177;980.28364;981.29092;7.19;;;177_981.29092_7.19;;;;;;;
179;1557.63779;779.82617;7.19;;;179_779.82617_7.19;;;;;;;
180;859.83055;860.83783;7.2;;;180_860.83783_7.2;;1.1687;0.26186;;;;
181;906.15271;907.15999;7.2;;;181_907.15999_7.2;;0.01441;0.58816;;;;
183;744.82612;745.8334;7.2;;;183_745.8334_7.2;;;;;;;
186;1948.61208;975.31331;7.2;;;186_975.31331_7.2;;;;;;;
187;914.30449;915.31176;7.21;;;187_915.31176_7.21;;0.48796;0.76087;;;;
188;1068.4419;1069.44918;7.21;;;188_1069.44918_7.21;;0.064768;0.059607;;;;
189;912.29668;913.30396;7.21;;;189_913.30396_7.21;;0.97563;1.1867;;;;
192;1064.79141;1065.79869;7.22;;;192_1065.79869_7.22;;0.2113;0.1004;;;;
193;946.28974;947.29701;7.22;;;193_947.29701_7.22;;;;;;;
196;980.78238;981.78966;7.23;;;196_981.78966_7.23;;0.071119;0.14115;;;;
197;1489.65328;745.83392;7.23;;;197_745.83392_7.23;;0.30903;0.4173;;;;
198;1150.25189;1151.25916;7.24;;;198_1151.25916_7.24;;0.28237;0.0090694;;;;
202;948.78966;949.79694;7.24;;;202_949.79694_7.24;;0.27072;0.28492;;;;
203;974.4711;975.47838;7.24;;;203_975.47838_7.24;;0.67689;0.31736;;;;
205;1091.10308;1092.11036;7.24;;;205_1092.11036_7.24;;0.24997;0.14873;;;;
208;778.81805;779.82532;7.25;;;208_779.82532_7.25;;0.4016;0.16492;;;;
209;1559.62622;780.82038;7.25;;;209_780.82038_7.25;;;;;;;
210;1159.09073;1160.09801;7.25;;;210_1160.09801_7.25;;0.67287;0.40354;;;;
211;974.14075;975.14803;7.25;;;211_975.14803_7.25;;0.21336;0.34826;;;;
213;1695.60463;848.80959;7.25;;;213_848.80959_7.25;;;;;;;
214;810.31533;811.32261;7.25;;;214_811.32261_7.25;;;;;;;
216;1014.27775;1015.28502;7.26;;;216_1015.28502_7.26;;0.4778;0.41504;;;;
217;847.8012;848.80847;7.26;;;217_848.80847_7.26;;1.3331;0.47174;;;;
218;955.12907;956.13635;7.26;;;218_956.13635_7.26;;0.063301;0.29115;;;;
219;932.46664;933.47392;7.26;;;219_933.47392_7.26;;0.055794;0.52411;;;;
220;846.31691;847.32419;7.26;;;220_847.32419_7.26;;0.036657;0.34703;;;;
222;1116.25844;1117.26572;7.27;;;222_1117.26572_7.27;;0.015043;0.11751;;;;
223;974.30682;975.31409;7.27;;;223_975.31409_7.27;;0.70576;0.7062;;;;
224;844.80621;845.81348;7.27;;;224_845.81348_7.27;;0.067078;0.22684;;;;
225;1087.45218;1088.45946;7.27;;;225_1088.45946_7.27;;0.29032;0.19446;;;;
227;1042.45733;1043.46461;7.28;;;227_1043.46461_7.28;;0.78757;0.11019;;;;
231;997.13655;998.14383;7.28;;;231_998.14383_7.28;;0.44566;0.0036393;;;;
233;951.47684;952.48412;7.29;;;233_952.48412_7.29;;0.2422;0.25077;;;;
234;810.81324;811.82052;7.29;;;234_811.82052_7.29;;0.17942;0.40472;;;;
235;1155.43993;1156.44721;7.29;;;235_1156.44721_7.29;;0.17613;0.68404;;;;
238;1019.4656;1020.47287;7.3;;;238_1020.47287_7.3;;0.31253;0.4294;;;;
240;1178.10131;1179.10859;7.3;;;240_1179.10859_7.3;;0.3796;0.24433;;;;
241;1117.76187;1118.76914;7.3;;;241_1118.76914_7.3;;0.25486;0.22311;;;;
245;1016.77669;1017.78397;7.31;;;245_1017.78397_7.31;;0.23546;0.14419;;;;
246;1259.62167;420.88116;7.31;;;246_420.88116_7.31;;;;;;;
247;1185.74933;1186.75661;7.31;;;247_1186.75661_7.31;;0.55669;0.50659;;;;
248;1136.43029;1137.43757;7.32;;;248_1137.43757_7.32;;0.58593;0.0092313;;;;
250;1057.75062;1058.75789;7.32;;;250_1058.75789_7.32;;;;;;;
253;1178.26866;1179.27594;7.33;;;253_1179.27594_7.33;;0.19596;0.11401;;;;
254;1087.11857;1088.12585;7.33;;;254_1088.12585_7.33;;0.14557;0.084242;;;;
255;1019.78817;1020.79545;7.33;;;255_1020.79545_7.33;;0.34618;0.018046;;;;
256;1023.11621;1024.12349;7.34;;;256_1024.12349_7.34;;0.361;0.072786;;;;
257;1960.56619;981.29037;7.34;;;257_981.29037_7.34;;;;;;;
258;1223.75145;1224.75873;7.34;;;258_1224.75873_7.34;;0.056996;0.27227;;;;
259;1048.77171;1049.77899;7.35;;;259_1049.77899_7.35;;0.12411;0.13593;;;;
260;1150.75286;1151.76013;7.35;;;260_1151.76013_7.35;;0.3501;0.24317;;;;
261;1152.75396;1153.76123;7.35;;;261_1153.76123_7.35;;0.35404;0.26419;;;;
263;1132.44414;1133.45142;7.35;;;263_1133.45142_7.35;;0.22309;0.1643;;;;
264;1291.41782;1292.42509;7.35;;;264_1292.42509_7.35;;;;;;;
268;1178.43255;1179.43982;7.36;;;268_1179.43982_7.36;;;;;;;
269;1014.77717;1015.78445;7.36;;;269_1015.78445_7.36;;0.27122;0.33232;;;;
270;1132.77901;1133.78629;7.36;;;270_1133.78629_7.36;;0.10248;0.16064;;;;
271;1223.09363;1224.10091;7.37;;;271_1224.10091_7.37;;0.19234;0.27171;;;;
274;1280.24955;1281.25683;7.37;;;274_1281.25683_7.37;;0.32436;0.14211;;;;
275;946.78911;947.79639;7.37;;;275_947.79639_7.37;;0.34695;0.13747;;;;
276;1252.73604;1253.74332;7.37;;;276_1253.74332_7.37;;0.65547;0.10505;;;;
277;1155.10646;1156.11373;7.38;;;277_1156.11373_7.38;;0.060181;0.39231;;;;
278;1200.76639;1201.77367;7.38;;;278_1201.77367_7.38;;0.33341;0.23402;;;;
279;1200.43181;1201.43909;7.38;;;279_1201.43909_7.38;;0.089676;0.31185;;;;
280;1246.25497;1247.26224;7.38;;;280_1247.26224_7.38;;0.33588;0.22124;;;;
281;721.79983;722.8071;7.38;;;281_722.8071_7.38;;0.23728;0.17667;;;;
282;1291.08221;1292.08949;7.39;;;282_1292.08949_7.39;;0.4219;0.050397;;;;
283;1110.44564;1111.45292;7.39;;;283_1111.45292_7.39;;;;;;;
284;1110.11433;1111.1216;7.39;;;284_1111.1216_7.39;;0.37349;0.19442;;;;
285;900.80377;901.81105;7.39;;;285_901.81105_7.39;;;;;;;
286;1892.57895;947.29675;7.39;;;286_947.29675_7.39;;;;;;;
289;1000.454;1001.46128;7.39;;;289_1001.46128_7.39;;0.43504;0.11011;;;;
290;1186.7455;1187.75278;7.4;;;290_1187.75278_7.4;;0.20715;0.93648;;;;
291;1042.12718;1043.13445;7.4;;;291_1043.13445_7.4;;0.34983;0.015566;;;;
292;1111.77527;1112.78255;7.4;;;292_1112.78255_7.4;;0.32444;0.0086395;;;;
293;1212.26379;1213.27107;7.41;;;293_1213.27107_7.41;;0.29663;0.070117;;;;
295;934.79678;935.80406;7.41;;;295_935.80406_7.41;;0.57539;0.24173;;;;
296;1336.40736;1337.41464;7.41;;;296_1337.41464_7.41;;0.67839;0.050719;;;;
298;1065.12393;1066.13121;7.42;;;298_1066.13121_7.42;;;;;;;
300;1291.74059;1292.74786;7.42;;;300_1292.74786_7.42;;;;;;;
301;1064.45603;1065.4633;7.42;;;301_1065.4633_7.42;;0.24547;0.1683;;;;
303;1427.05525;1428.06252;7.43;;;303_1428.06252_7.43;;;;;;;
304;1268.75303;1269.76031;7.44;;;304_1269.76031_7.44;;0.088549;0.065544;;;;
305;1055.75039;1056.75766;7.44;;;305_1056.75766_7.44;;0.085379;0.44552;;;;
306;1314.24452;1315.25179;7.44;;;306_1315.25179_7.44;;0.12078;0.42057;;;;
307;1347.73453;1348.7418;7.45;;;307_1348.7418_7.45;;0.20942;0.55572;;;;
308;1246.0886;1247.09587;7.45;;;308_1247.09587_7.45;;0.55009;0.26327;;;;
309;1609.67217;805.84336;7.46;;;309_805.84336_7.46;;;;;;;
311;1050.77023;1051.77751;7.47;;;311_1051.77751_7.47;;0.039834;0.31354;;;;
312;2934.37891;979.13358;7.47;;;312_979.13358_7.47;;;;;;;
314;1359.06857;1360.07585;7.48;;;314_1360.07585_7.48;;0.13365;0.00066512;;;;
316;1223.42844;1224.43571;7.48;;;316_1224.43571_7.48;;0.24955;0.38825;;;;
317;1133.11116;1134.11843;7.48;;;317_1134.11843_7.48;;;;;;;
319;1449.7178;1450.72507;7.49;;;319_1450.72507_7.49;;0.14344;0.16372;;;;
320;1385.71491;1386.72219;7.51;;;320_1386.72219_7.51;;;;;;;
321;1268.41933;1269.42661;7.51;;;321_1269.42661_7.51;;0.018951;0.023374;;;;
323;914.7933;915.80058;7.52;;;323_915.80058_7.52;;0.13278;0.43383;;;;
324;1336.73989;1337.74716;7.53;;;324_1337.74716_7.53;;0.15122;0.71548;;;;
325;1415.72272;1416.72999;7.53;;;325_1416.72999_7.53;;0.25654;0.12163;;;;
326;1218.74095;1219.74823;7.53;;;326_1219.74823_7.53;;0.046252;0.038859;;;;
327;987.76217;988.76944;7.54;;;327_988.76944_7.54;;0.077561;0.16155;;;;
328;923.76761;924.77488;7.55;;;328_924.77488_7.55;;0.71927;0.21443;;;;
329;1348.23725;1349.24453;7.55;;;329_1349.24453_7.55;;;;;;;
330;1184.74853;1185.75581;7.55;;;330_1185.75581_7.55;;0.053981;0.29626;;;;
331;1217.74133;1218.74861;7.57;;;331_1218.74861_7.57;;0.27682;0.12768;;;;
332;1404.39243;1405.39971;7.58;;;332_1405.39971_7.58;;;;;;;
334;1319.72556;1320.73284;7.6;;;334_1320.73284_7.6;;0.46061;0.48167;;;;
335;1053.75075;1054.75803;7.61;;;335_1054.75803_7.61;;0.18432;0.23072;;;;
337;1179.76241;1180.76969;7.64;;;337_1180.76969_7.64;;;;;;;
338;1201.09791;1202.10519;7.65;;;338_1202.10519_7.65;;;;;;;
339;1189.72939;1190.73667;7.66;;;339_1190.73667_7.66;;0.79027;0.015607;;;;
340;1227.07979;1228.08707;7.67;;;340_1228.08707_7.67;;;;;;;
341;989.76642;990.7737;7.68;;;341_990.7737_7.68;;0.51139;1.1314;;;;
342;1121.73986;1122.74713;7.69;;;342_1122.74713_7.69;;0.34897;0.0053204;;;;
345;879.8076;880.81488;7.71;;;345_880.81488_7.71;;;;;;;
347;1204.41773;1205.42501;7.77;;;347_1205.42501_7.77;;;;;;;
348;1285.72783;1286.73511;7.78;;;348_1286.73511_7.78;;0.43671;0.63498;;;;
349;981.78607;982.79335;7.82;;;349_982.79335_7.82;;0.515;0.48406;;;;
351;782.79804;783.80531;8.37;;;351_783.80531_8.37;;0.10906;0.10873;;;;
352;375.86872;376.876;8.45;;;352_376.876_8.45;;0.42468;0.097076;;;;
356;315.87533;316.88261;9.87;;;356_316.88261_9.87;;0.52963;0.10894;;;;
360;184.9746;185.98188;17.95;;;360_185.98188_17.95;;1.1206;0.011851;;;;
361;193.10745;194.11472;31.15;;;361_194.11472_31.15;;0.54836;0.35932;;;;
362;281.27009;282.27736;39.34;;;362_282.27736_39.34;;0.34265;0.20127;;;;
363;230.244;231.25128;57.89;;;363_231.25128_57.89;;;;;;;
364;202.21285;203.22013;58.08;;;364_203.22013_58.08;;;;;;;
365;258.27608;259.28335;58.1;;;365_259.28335_58.1;;;;;;;
368;148.94379;149.95106;61.08;;;368_149.95106_61.08;;;;;;;
371;144.16001;145.16729;62.84;;;371_145.16729_62.84;;;;;;;
373;272.93937;273.94665;63.93;;;373_273.94665_63.93;;;;;;;
374;195.85456;196.86183;67.51;;;374_196.86183_67.51;;;;;;;
377;146.11084;147.11812;68.83;;;377_147.11812_68.83;;;;;;;
379;163.911;164.91828;69.39;;;379_164.91828_69.39;;;;;;;
382;251.13809;252.14536;70.04;;;382_252.14536_70.04;;;;;;;
384;257.9985;259.00578;70.4;;;384_259.00578_70.4;;;;;;;
386;212.11115;213.11843;70.58;;;386_213.11843_70.58;;;;;;;
393;271.9564;272.96368;71.72;;;393_272.96368_71.72;;;;;;;
397;170.0175;171.02478;72.7;;;397_171.02478_72.7;;;;;;;
398;200.02121;201.02849;72.74;;;398_201.02849_72.74;;;;;;;
399;172.06909;173.07637;74.9;;;399_173.07637_74.9;;;;;;;
403;253.1303;254.13758;89.8;;;403_254.13758_89.8;;;;;;;
404;197.08666;198.09394;89.99;;;404_198.09394_89.99;;;;;;;
412;159.09867;160.10594;103.19;;;412_160.10594_103.19;;;;;;;
419;148.05034;149.05761;124.58;;;419_149.05761_124.58;;;;;;;
420;143.03867;144.04595;125.28;;;420_144.04595_125.28;;;;;;;
422;246.11928;247.12655;127.9;;;422_247.12655_127.9;;;;;;;
427;218.12302;219.13029;156.88;;;427_219.13029_156.88;;;;;;;
429;159.06728;160.07456;169.48;;;429_160.07456_169.48;;;;;;;
430;232.1398;233.14708;178.42;;;430_233.14708_178.42;;;;;;;
432;228.09091;229.09819;199.36;;;432_229.09819_199.36;;1.3051;0.16556;;;;
433;173.11371;174.12098;218.92;;;433_174.12098_218.92;;;;;;;
434;180.08742;181.09469;223.29;;;434_181.09469_223.29;;0.48198;1.1748;;;;
436;193.10692;194.1142;248.78;;;436_194.1142_248.78;;1.3747;0.47004;;;;
440;228.09094;229.09822;252.46;;;440_229.09822_252.46;;1.8931;0.067737;;;;
442;229.20123;230.20851;254.34;;;442_230.20851_254.34;;;;;;;
443;510.20235;256.10845;263.57;;;443_256.10845_263.57;;;;;;;
445;238.1392;239.14648;264.88;;;445_239.14648_264.88;;;;;;;
446;135.05271;136.05999;266.06;;;446_136.05999_266.06;;;;;;;
451;158.08168;159.08896;285.77;;;451_159.08896_285.77;;;;;;;
452;142.0637;143.07097;287.1;;;452_143.07097_287.1;;;;;;;
455;161.10122;162.10849;288.66;;;455_162.10849_288.66;;;;;;;
456;821.4174;274.81308;294.73;;;456_274.81308_294.73;;;;;;;
458;274.15177;275.15905;297.43;;;458_275.15905_297.43;;;;;;;
462;145.05102;146.05829;305.13;;;462_146.05829_305.13;;;;;;;
463;282.16491;283.17218;310.05;;;463_283.17218_310.05;;;;;;;
464;173.13866;174.14594;311.94;;;464_174.14594_311.94;;;;;;;
474;162.9312;163.93848;342.97;;;474_163.93848_342.97;;0.40168;0.90285;;;;
476;143.07118;144.07846;349.22;;;476_144.07846_349.22;;;;;;;
477;172.09686;173.10414;349.64;;;477_173.10414_349.64;;;;;;;
478;207.19581;208.20309;350.8;;;478_208.20309_350.8;;;;;;;
480;396.37975;199.19715;351.13;;;480_199.19715_351.13;;;;;;;
481;414.39108;208.20281;352.37;;;481_208.20281_352.37;;;;;;;
483;512.38415;257.19935;355.11;;;483_257.19935_355.11;;;;;;;
485;479.99075;241.00265;356.07;;;485_241.00265_356.07;;;;;;;
486;529.99683;266.00569;356.53;;;486_266.00569_356.53;;;;;;;
488;483.98922;243.00189;356.71;;;488_243.00189_356.71;;;0.025724;;;;
490;247.21353;248.22081;357.05;;;490_248.22081_357.05;;;;;;;
493;500.0179;251.01623;360.84;;;493_251.01623_360.84;;;;;;;
495;498.02001;250.01728;361;;;495_250.01728_361;;0.68893;2.2336;;;;
497;496.02321;249.01888;361.12;;;497_249.01888_361.12;;;;;;;
500;233.48839;234.49566;365.5;;;500_234.49566_365.5;;;;;;;
504;513.98171;257.99813;365.69;;;504_257.99813_365.69;;;0.059223;;;;
505;465.9754;233.99497;365.69;;;505_233.99497_365.69;;;;;;;
506;598.38592;300.20024;367.2;;;506_300.20024_367.2;;;;;;;
508;128.07116;129.07843;369.37;;;508_129.07843_369.37;;;;;;;
511;1154.24516;1155.25244;380.38;;;511_1155.25244_380.38;;;;;;;
512;1154.49736;1155.50464;381.37;;;512_1155.50464_381.37;;;;;;;
514;664.27358;333.14407;385.85;;;514_333.14407_385.85;;;;;;;
517;484.00193;243.00824;391.21;;;517_243.00824_391.21;;;;;;;
518;228.09067;229.09794;396.63;;;518_229.09794_396.63;;0.73545;0.96336;;;;
520;343.31612;344.3234;398.96;;;520_344.3234_398.96;;;;;;;
521;252.21704;253.22432;401.02;;;521_253.22432_401.02;;;;;;;
523;203.95633;204.96361;408.45;;;523_204.96361_408.45;;2.7145;1.0421;;;;
524;172.0651;173.07237;412.07;;;524_173.07237_412.07;;1.7893;1.3567;;;;
525;962.46112;482.23784;412.23;;;525_482.23784_412.23;;;;;;;
526;481.23785;241.6262;412.23;;;526_241.6262_412.23;;;;;;;
527;984.67501;985.68228;413.01;;;527_985.68228_413.01;;;;;;;
528;1968.84848;985.43151;413.28;;;528_985.43151_413.28;;;;;;;
529;787.74044;788.74772;413.35;;;529_788.74772_413.35;;;;;;;
537;135.0793;136.08657;417.48;;;537_136.08657_417.48;;;;;;;
538;231.01505;232.02233;420.04;;;538_232.02233_420.04;;;;;;;
